ZPID,Street,Unit,City,State,Zipcode,Type,Price,HOA Fee,Zestimate,Rent Zestimate,Days On Zillow,Bedrooms,Bathrooms,Living Area,Year Built,lotSize
111928194,766 Harrison St UNIT 412,412,San Francisco,CA,94107,MULTI_FAMILY,446000,278,449277,1699,89,0,1,266,2008,
80740405,68 Mccoppin St APT 12,12,San Francisco,CA,94103,MULTI_FAMILY,765000,274,772200,2864,3,1,1,745,1996,
184678151,1788 Clay St APT 802,802,San Francisco,CA,94109,MULTI_FAMILY,960000,628,918228,2995,19,1,1,688,2014,
80745904,199 New Montgomery St UNIT 1303,1303,San Francisco,CA,94105,MULTI_FAMILY,690000,427,670264,2200,19,0,1,407,2004,
15157108,1746 Revere Ave,,San Francisco,CA,94124,SINGLE_FAMILY,825000,,838481,4500,50,3,1,1450,1924,2500
15069489,631 Ofarrell St APT 915,915,San Francisco,CA,94109,MULTI_FAMILY,570000,653,569702,1995,82,1,1,480,1930,
15167637,43 Athens St,,San Francisco,CA,94112,SINGLE_FAMILY,1500000,,1484040,3800,8,3,3,1447,1960,2500
15182797,1539 Diamond St,,San Francisco,CA,94131,SINGLE_FAMILY,684500,0,1789017,5950,1,3,2,1800,2010,1875
15129672,34 Mountain Spring Ave,,San Francisco,CA,94114,SINGLE_FAMILY,2800000,,2810251,7900,22,2,1.5,1528,1934,3807
59779486,4339 California St #2,2,San Francisco,CA,94118,MULTI_FAMILY,1650000,250,1654452,4406,18,4,2,1786,2001,
111932974,818 Van Ness Ave,,San Francisco,CA,94109,CONDO,1495000,0,1524770,3830,83,1,1,890,2008,
15106723,1547 20th Ave,,San Francisco,CA,94122,SINGLE_FAMILY,1210000,,2280128,3650,17,3,4,1898,1920,3598
15130368,368 Diamond St,,San Francisco,CA,94114,SINGLE_FAMILY,2400000,,4497310,5000,83,4,6,3872,1905,3125
119684820,2829 California St APT 3,3,San Francisco,CA,94115,CONDO,2000000,50,2355222,5000,111,2,2,,2012,
2089613182,338 Main St UNIT 10A,10A,San Francisco,CA,94105,CONDO,1925000,1248,1930344,5500,138,2,2,1385,2016,
2078246987,488 Folsom St UNIT 3501,3501,San Francisco,CA,94105,CONDO,3750000,156,4108676,,138,3,3,2053,2019,
15152716,1458 Rhode Island St,,San Francisco,CA,94107,SINGLE_FAMILY,1200000,,1882395,4195,86,3,4,1743,1925,2495
15069273,795 Sutter St #203,203,San Francisco,CA,94109,CONDO,1200000,98,1925600,4750,100,3,2,1945,1913,
15096117,643 40th Ave,,San Francisco,CA,94121,SINGLE_FAMILY,1610000,,2044786,4200,79,3,2,,1924,3000
15148657,403 Main St APT 720N,720N,San Francisco,CA,94105,CONDO,1440000,739,1444855,3995,138,2,2,1083,1997,
15160191,3287 Folsom St,,San Francisco,CA,94110,SINGLE_FAMILY,2250000,,2401002,5995,111,3,3,,1925,2874
303806929,1188 Valencia St APT 509,509,San Francisco,CA,94110,CONDO,1500000,555,1450006,3600,17,2,2,,2018,
2090237311,338 Main St UNIT 36B,36B,San Francisco,CA,94105,CONDO,7825000,2450,7858342,19849,138,3,4,3800,2016,
15160454,1694 York St,,San Francisco,CA,94110,SINGLE_FAMILY,2295000,,2496920,8900,129,4,4,2815,1903,1963
15134560,449 Teresita Blvd,,San Francisco,CA,94127,SINGLE_FAMILY,1370000,,1977230,4500,16,3,2,2478,1939,2543
2093823839,300 Coleridge St,,San Francisco,CA,94110,CONDO,957500,435,698483,3395,18,1,1,735,1910,
249664696,1000 3rd St UNIT 706,706,San Francisco,CA,94158,CONDO,1185000,915,1202327,3995,138,2,2,1156,2018,
89238019,451 Kansas St UNIT 371,371,San Francisco,CA,94107,CONDO,925000,566,883048,3000,25,1,1,778,2007,
15083317,115 Palm Ave,,San Francisco,CA,94118,CONDO,2650000,483,2450009,7547,13,4,4,2630,1913,
15174967,350 Prague St,,San Francisco,CA,94112,SINGLE_FAMILY,1138000,,1329546,4000,17,6,4,1903,1944,2495
303806423,815 Tennessee St #513,513,San Francisco,CA,94107,CONDO,1379000,695,1277221,3450,103,2,2,859,2018,
249698598,401 Harrison St #34D,34D,San Francisco,CA,94105,CONDO,2525000,1374,2536529,6441,41,2,2,1297,2014,
15085396,2531 Mcallister St,,San Francisco,CA,94118,SINGLE_FAMILY,1500000,,3000019,4500,49,5,4,,1907,2234
15075631,2040 Sutter St APT 207,207,San Francisco,CA,94115,CONDO,1050000,59,1265429,3500,24,2,2,986,1984,
15161135,44 Bonview St,,San Francisco,CA,94110,SINGLE_FAMILY,1250000,,1216602,4095,61,4,2,1610,1971,1750
15073877,2040 Franklin St APT 1409,1409,San Francisco,CA,94109,CONDO,1075000,1012,1561167,3600,133,2,2,,1966,
15154750,1119 Hollister Ave,,San Francisco,CA,94124,SINGLE_FAMILY,1150000,,1202515,3800,117,4,3,1774,1900,2500
249698572,401 Harrison St APT 30B,30B,San Francisco,CA,94105,CONDO,1920000,1368,1895393,5995,138,2,2,1311,2014,
2085636620,2 Fallon Pl APT 17,17,San Francisco,CA,94133,CONDO,725000,49,723991,2500,58,0,1,,1980,
15143391,360 Guerrero St APT 418,418,San Francisco,CA,94103,CONDO,610000,506,632001,2195,98,0,1,508,1983,
80754216,650 Delancey St APT 417,417,San Francisco,CA,94107,CONDO,1510000,640,1364267,4950,87,2,2,1414,1996,
2089589267,735 Geary St APT 201,201,San Francisco,CA,94109,CONDO,700000,637,635053,2950,13,1,1,822,1922,
15150813,615 Missouri St,,San Francisco,CA,94107,SINGLE_FAMILY,10000,,2454023,7501,86,3,2,,1925,1873
249665452,1000 3rd St UNIT 818,818,San Francisco,CA,94158,CONDO,971000,69,1017102,2995,24,1,1,767,2018,
67394796,1083 Clay St APT 201,201,San Francisco,CA,94108,CONDO,980000,774,901753,3450,72,1,1,915,1984,
2080955561,1631 Oakdale Ave,,San Francisco,CA,94124,CONDO,1336000,346,1092102,,16,3,3,1595,2020,
15073013,1775 Broadway #11,11,San Francisco,CA,94109,CONDO,950000,662,880000,3350,95,1,1,707,1925,
15074699,2155 Buchanan St APT 9,9,San Francisco,CA,94115,CONDO,340000,575,1470266,4000,101,2,1,1120,1919,
15155000,1 Jennings Ct,,San Francisco,CA,94124,CONDO,900000,100,900167,3695,71,3,2,1567,1995,
89238832,83 Mcallister St APT 212,212,San Francisco,CA,94102,CONDO,518000,428,444011,1850,58,1,1,400,2007,
15140941,43 Edna St,,San Francisco,CA,94112,SINGLE_FAMILY,1740000,,1880957,3800,24,4,4,2476,1911,2495
15072049,2754 Octavia St,,San Francisco,CA,94123,SINGLE_FAMILY,6200000,,7042135,14995,119,5,4,4310,1900,
303806438,474 Linden St,,San Francisco,CA,94102,CONDO,2150000,400,1673451,4845,81,2,2,1066,2017,
15087195,704 Ashbury St,,San Francisco,CA,94117,SINGLE_FAMILY,2900000,,2815792,3700,90,6,3,4315,1890,2656
15179149,326 Brunswick St,,San Francisco,CA,94112,SINGLE_FAMILY,840000,,1450967,3440,138,4,3,,1942,
326139327,51 Moss St,,San Francisco,CA,94103,CONDO,785000,275,839001,,20,2,2,1051,1906,
2075682416,539 5th Ave,,San Francisco,CA,94118,SINGLE_FAMILY,1700000,,,,13,5,5,3550,1907,3000
89238930,690 Market St #201,201,San Francisco,CA,94104,CONDO,970000,2945,978095,3995,89,1,2,1290,,
15183637,489 30th St,,San Francisco,CA,94131,CONDO,308000,,2665525,4200,38,3,3,2060,2020,
116157637,601 Broderick St,,San Francisco,CA,94117,SINGLE_FAMILY,7000000,,6340164,16750,126,4,6,6585,1875,4996
2088646976,1857 Mason St,,San Francisco,CA,94133,SINGLE_FAMILY,2300000,,3284662,2880,138,,,4998,1908,2099
80730789,1080 Chestnut St,,San Francisco,CA,94109,CONDO,1475000,7896,13700074,4400,138,4,6,5445,1962,
303806396,1238 Sutter St UNIT 801,801,San Francisco,CA,94109,CONDO,745000,523,777493,2600,5,1,1,,2018,
2107149511,2940 22nd St,,San Francisco,CA,94110,CONDO,825000,353,832725,3208,51,2,1,895,1909,
111920815,301 Mission St APT 8E,8E,San Francisco,CA,94105,CONDO,925000,134,1106951,4000,16,2,2,1098,2009,
82785788,566 S Van Ness Ave APT 12,12,San Francisco,CA,94110,CONDO,705000,574,610002,2495,115,1,1,491,2007,
2076570824,4500 3rd St #4502,4502,San Francisco,CA,94124,SINGLE_FAMILY,1160000,,,,117,4,,,1900,1700
2091596401,5320 Diamond Heights Blvd APT 305K,305K,San Francisco,CA,94131,CONDO,705000,565,690987,2795,53,1,1,657,1975,
249665008,1029 Treat Ave,,San Francisco,CA,94110,CONDO,1630000,369,1750001,4500,75,3,2,1721,1903,
69819551,250 King St UNIT 960,960,San Francisco,CA,94107,CONDO,795000,850,774059,3000,17,1,1,909,2004,
79843020,1635 California St APT 24,24,San Francisco,CA,94109,CONDO,1050000,639,942050,3700,17,2,2,915,2005,
2084092622,318 Main St UNIT 5J,5J,San Francisco,CA,94105,CONDO,1225000,1179,1246845,3445,34,1,1,882,2015,
15068829,1001 Pine St UNIT 404,404,San Francisco,CA,94109,CONDO,770000,46,748939,2600,118,1,1,616,1963,
15064147,240 Lombard St APT 437,437,San Francisco,CA,94111,CONDO,577000,79,558587,2500,138,1,1,566,1993,
303806815,52 Innes Ct APT 306,306,San Francisco,CA,94124,CONDO,914000,592,785969,3100,136,2,2,1115,2018,
2111100863,4502 California St,,San Francisco,CA,94118,CONDO,1445000,478,1544075,4300,59,2,2,1470,1909,
327012154,3316 Scott St,,San Francisco,CA,94123,CONDO,4858500,307,,,138,2,3,,,
82785770,38 Landers St,,San Francisco,CA,94114,CONDO,726000,270,733717,2350,88,1,1,500,1900,
15151534,910 Carolina St,,San Francisco,CA,94107,SINGLE_FAMILY,4100000,,4426229,10570,24,4,5,3960,2018,2495
53734038,1020 Broadway,,San Francisco,CA,94133,SINGLE_FAMILY,4000000,,7444919,4200,58,5,4,3500,1908,
15081379,3045 Jackson St APT 501,501,San Francisco,CA,94115,CONDO,1200000,55,1150009,3750,17,1,1,1089,1929,
2077817961,1540 Lombard St UNIT F,F,San Francisco,CA,94123,CONDO,1100000,655,1107569,,137,2,1,,1947,
184817085,2119 Larkin St,,San Francisco,CA,94109,CONDO,1875000,232,1846369,5450,138,2,2,1360,1908,
303806899,1545 Pine St #501,501,San Francisco,CA,94109,CONDO,804000,748,807213,2917,138,1,1,581,2017,
83152749,725 Pine St APT 306,306,San Francisco,CA,94108,CONDO,503000,618,489919,2000,45,0,1,,,
15172522,45 Delta St,,San Francisco,CA,94134,SINGLE_FAMILY,900000,,899353,3400,138,2,1,875,1900,4990
15081063,3160 Jackson St,,San Francisco,CA,94115,SINGLE_FAMILY,4050000,,4403341,10262,24,3,2,3029,1904,5112
2103648884,603 Natoma St APT 309,309,San Francisco,CA,94103,CONDO,628000,570,599001,2295,16,1,1,502,1992,
61325022,1268 Green St,,San Francisco,CA,94109,CONDO,431985,150,1633481,4900,23,2,1,1324,1927,
241584330,3250 Judah St,,San Francisco,CA,94122,SINGLE_FAMILY,1300000,,1683321,3250,58,2,2,3029,1955,
96016432,330 Berry St UNIT 407,407,San Francisco,CA,94158,CONDO,463561,539,468433,2910,126,2,1,783,2009,
15065037,101 Lombard St APT 202E,202E,San Francisco,CA,94111,CONDO,945750,1069,951479,3400,58,1,1,1026,1983,
249698652,401 Harrison St APT 46A,46A,San Francisco,CA,94105,CONDO,3500000,1449,3467322,7877,138,2,2,1648,2014,
2077338132,942 Market St #503,503,San Francisco,CA,94102,CONDO,249889,617,287100,,96,1,1,613,2007,
2089549373,83 Brady St APT 2,2,San Francisco,CA,94103,CONDO,516000,499,583783,2395,79,0,1,531,2010,
64968894,3733 San Bruno Ave,,San Francisco,CA,94134,SINGLE_FAMILY,160000,,1878011,4200,94,6,5,5084,2003,4857
89239134,888 7th St UNIT 245,245,San Francisco,CA,94107,CONDO,278000,287,309675,2195,72,0,1,499,2007,
125244613,731 Peralta Ave,,San Francisco,CA,94110,SINGLE_FAMILY,500000,,,4200,40,0,,,,2766
119684793,574 Natoma St APT 101,101,San Francisco,CA,94103,CONDO,475000,303,481940,1895,28,0,1,303,2012,
82957024,1705 Palm Ave APT 6,6,San Mateo,CA,94402,CONDO,2800,319,674048,2600,0,1,2,834,2007,20037
15541060,3330 Kimberly Way,,San Mateo,CA,94403,SINGLE_FAMILY,3400,345,1141340,3750,0,2,2,1110,1978,1463
15523643,417 S Idaho St,,San Mateo,CA,94402,MULTI_FAMILY,1400000,1175,1461333,3300,1,2,1,1166,1947,5749
15520084,585 Edgewood Rd,,San Mateo,CA,94402,SINGLE_FAMILY,14000,,,9800,10,4,3.5,4200,1926,10496
15530199,1548 Lodi Ave,,San Mateo,CA,94401,SINGLE_FAMILY,1250000,0,1653805,3900,5,5,3,1530,1955,5501
15632935,555 Laurel Ave APT 608,608,San Mateo,CA,94401,CONDO,2750000,1230,2613418,6950,131,3,3.5,2893,1980,92393
181409753,2904 San Juan Blvd,,Belmont,CA,94002,SINGLE_FAMILY,2620000,0,,,6,4,4,2835,2017,6006
15538920,505 Poinsettia Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1740000,0,1903233,4500,7,4,2,1520,1948,5601
15529650,1517 S Grant St,,San Mateo,CA,94402,SINGLE_FAMILY,1010000,0,1939941,4000,9,3,2,1713,1947,4499
15632476,711 S Bayshore Blvd APT 4,4,San Mateo,CA,94401,CONDO,380000,542,491272,2300,7,1,1,650,1984,26384
2081452243,842 Highland Ave APT 2,2,San Mateo,CA,94401,SINGLE_FAMILY,3500,,,,12,2,2,1339,1922,
15518753,132 Stanley Rd,,Burlingame,CA,94010,SINGLE_FAMILY,1950000,,2045927,5500,42,4,2.5,1850,1925,5749
15522579,333 Bridge Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,11500,0,6370673,13457,16,5,5,3730,1983,23958
15529648,1525 S Grant St,,San Mateo,CA,94402,SINGLE_FAMILY,3900,,1326501,3750,16,3,1,1180,1947,4486
15534906,164 Starlite Dr,,San Mateo,CA,94402,SINGLE_FAMILY,1778000,0,2269757,4800,18,4,3,1950,1959,8624
15547810,1805 Oak Knoll Dr,,Belmont,CA,94002,SINGLE_FAMILY,1670000,,1752057,4995,22,3,2.5,2130,1956,2178
58661042,701 Woodside Way,,San Mateo,CA,94401,SINGLE_FAMILY,1100000,497,1163824,3500,45,2,3,1350,2001,15376
15524907,710 S Grant St,,San Mateo,CA,94402,SINGLE_FAMILY,1500000,0,1764846,4275,45,3,3,2162,1937,5998
15523103,240 N Grant St,,San Mateo,CA,94401,SINGLE_FAMILY,1050000,0,1199026,3600,93,2,1,1160,1938,6451
82952596,10 Crystal Springs Rd UNIT 1409,1409,San Mateo,CA,94402,CONDO,795000,2865,935662,3400,94,1,2,1079,2008,46847
15544475,10 Colegrove Ct,,San Mateo,CA,94403,SINGLE_FAMILY,640000,0,1388890,3900,101,2,1,1100,1947,4599
15633659,1 Baldwin Ave APT 920,920,San Mateo,CA,94401,CONDO,560000,5326,476196,3390,104,2,2,1140,1988,86325
15519893,404 El Centro Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,4800000,0,11080162,11761,109,6,8,7150,1926,32957
15629392,114 Hobart Ave APT 2,2,San Mateo,CA,94402,CONDO,1138000,21,1146590,3500,116,2,2,1338,1977,9378
2083848602,400 El Camino Real UNIT 203,203,Belmont,CA,94002,CONDO,844000,462,900296,2525,143,1,1,887,2019,
15525073,600 9th Ave,,San Mateo,CA,94402,MULTI_FAMILY,1850000,0,2400885,3500,195,0,,4110,1975,9374
2087281372,2862 Baze Rd,,San Mateo,CA,94403,SINGLE_FAMILY,5500,,,4100,0,2,2.5,1710,2015,
15528237,611 Barneson Ave,,San Mateo,CA,94402,SINGLE_FAMILY,1710000,,1796506,5400,39,3,2,1605,1951,5797
15641941,808 Laurel Ave APT 107,107,San Mateo,CA,94401,MULTI_FAMILY,825000,305,866080,3200,48,2,1,1032,1961,23165
15525201,927 S Humboldt St,,San Mateo,CA,94402,SINGLE_FAMILY,1780000,1175,1861017,3400,0,2,1,1250,1949,5575
15526367,716 Nevada Ave,,San Mateo,CA,94402,SINGLE_FAMILY,3200000,,3564864,7982,9,6,4,3605,1946,5998
15531306,1757 Pierce St,,San Mateo,CA,94403,SINGLE_FAMILY,1400000,,1470063,4500,20,3,2,1075,1954,5148
2077420372,1689 Via Laguna,,San Mateo,CA,94404,CONDO,2900,,,,,2,2,1070,1984,
2078393855,2081 Vista Del Mar,,San Mateo,CA,94404,CONDO,1000000,657,1005453,,,2,2,1374,1986,
2084022745,609 Emerald Bay Ln,,Foster City,CA,94404,SINGLE_FAMILY,4250,,1296400,3850,,2,2.5,1530,1991,179815
2103846992,1726 S Grant St APT 4,4,San Mateo,CA,94402,CONDO,2250,,,2000,,1,1,4310,1958,
15520012,731 Edgewood Rd,,San Mateo,CA,94402,SINGLE_FAMILY,7300,0,2442047,7000,,3,2,1810,1955,6211
2081036131,4 Aron Ct,,Belmont,CA,94002,SINGLE_FAMILY,3475000,265,3490494,,,5,4,3399,2020,12588
15547671,1789 Terrace Dr,,Belmont,CA,94002,SINGLE_FAMILY,2700000,0,2768819,5712,,5,4,2892,1964,10497
2081146138,2 Aron Ct,,Belmont,CA,94002,SINGLE_FAMILY,3212391,265,3250370,,,5,4,3025,2020,12645
15522721,8 Homs Ct,,Hillsborough,CA,94010,SINGLE_FAMILY,13500000,,13801841,22719,,6,8,9864,1981,41290
15536240,461 26th Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1655257,0,1680723,4500,,3,4,1480,1948,5000
15521263,88 Warren Rd,,San Mateo,CA,94401,SINGLE_FAMILY,5200000,,5360143,15000,,4,6,5958,2018,15760
15542062,1927 Parrott Dr,,San Mateo,CA,94402,SINGLE_FAMILY,2100000,0,2149839,4995,,3,2,2180,1953,10789
15540714,1801 Bahia St,,San Mateo,CA,94403,SINGLE_FAMILY,1350000,0,1377694,3975,,3,2,1340,1960,5340
15613608,604 Pisces Ln,,Foster City,CA,94404,SINGLE_FAMILY,1432000,395,1454017,4000,,3,3,1430,1973,1890
125136421,17 Poppy Ct,,San Mateo,CA,94403,SINGLE_FAMILY,6500,,2632107,6500,,4,3.5,2660,2014,5009
15524390,100 S Quebec St,,San Mateo,CA,94401,SINGLE_FAMILY,1320000,0,1339189,3000,,4,2,1370,1947,5000
15630585,1084 Shoreline Dr,,San Mateo,CA,94404,SINGLE_FAMILY,1285000,623,1296221,3900,,2,3,1555,1979,119498
15548060,1806 Mezes Ave,,Belmont,CA,94002,SINGLE_FAMILY,1975000,,2010871,5000,,3,3,1980,1941,7601
2091861235,35 Tidal Way,,San Mateo,CA,94401,CONDO,1400000,360,,2300,,4,3,1983,2018,6006
15527407,344 Seville Way,,San Mateo,CA,94402,SINGLE_FAMILY,2950000,,3013748,6795,,3,3,2500,1937,5501
15547695,1826 Oak Knoll Dr,,Belmont,CA,94002,SINGLE_FAMILY,1799000,,1839223,5400,,4,3,2460,1965,4356
15539244,304 Santa Clara Way,,San Mateo,CA,94403,SINGLE_FAMILY,1760000,0,1802430,5460,,4,3,2370,1948,6398
15541680,1752 Lexington Ave,,San Mateo,CA,94402,SINGLE_FAMILY,1965000,0,2101309,4695,,4,2,2030,1956,8067
15613937,292 Beach Park Blvd,,Foster City,CA,94404,SINGLE_FAMILY,4650,360,1371914,4200,,3,2.5,1430,1974,1873
15526614,242 Amherst Ave,,San Mateo,CA,94402,SINGLE_FAMILY,7000,830,2528567,6500,,3,3,1960,1950,9448
15544423,159 W 38th Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1650000,0,1672835,4200,,3,2,1428,1946,5270
15526128,635 Columbia Dr,,San Mateo,CA,94402,SINGLE_FAMILY,2630000,,2731318,6763,,4,2.5,2690,1950,8062
15527488,1101 Edinburgh St,,San Mateo,CA,94402,SINGLE_FAMILY,2520000,0,2523501,5203,,3,3,2292,1939,5401
15640859,801 N Humboldt St APT 202,202,San Mateo,CA,94401,CONDO,676700,410,704277,2150,,1,1,758,1965,1114920
15550108,935 Waltermire St,,Belmont,CA,94002,SINGLE_FAMILY,4495,,1754325,4600,,3,3,1570,1920,4600
15545014,4010 Edison St,,San Mateo,CA,94403,SINGLE_FAMILY,1780000,30,1828958,4500,,3,3,1540,1940,7278
15548946,2129 Pullman Ave,,Belmont,CA,94002,SINGLE_FAMILY,1830000,,1877027,4955,,4,2,2360,1958,12501
15521480,180 W Poplar Ave,,San Mateo,CA,94402,SINGLE_FAMILY,4100000,,4234349,11926,,5,3,4010,1909,22699
15548255,1618 Notre Dame Ave,,Belmont,CA,94002,SINGLE_FAMILY,2210000,,2270036,6200,,4,3,3050,1955,8276
15547498,1904 Bayview Ave,,Belmont,CA,94002,SINGLE_FAMILY,1400000,0,1428527,3063,,4,3,1450,1954,4000
15632140,10 9th Ave,,San Mateo,CA,94401,SINGLE_FAMILY,1450000,595,1429510,4000,,2,2,1731,1983,30492
15520627,510 Chelmsford Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,4340000,,4363666,10587,,4,4,3140,1928,16426
15547188,2104 Coronet Blvd,,Belmont,CA,94002,SINGLE_FAMILY,3200000,,2545440,4500,,4,4,3023,1949,8289
15548516,500 Middle Rd,,Belmont,CA,94002,SINGLE_FAMILY,1725000,0,2442045,4700,,3,2,2770,1972,13464
15538139,255 Louise Ln,,San Mateo,CA,94403,SINGLE_FAMILY,2310000,,2379963,4880,,4,3,1990,1948,9199
15521045,241 Warren Rd,,San Mateo,CA,94402,SINGLE_FAMILY,3897500,,3987077,10702,,4,4,3900,1917,19776
15546222,2709 Sequoia Way,,Belmont,CA,94002,SINGLE_FAMILY,2210000,,2262449,4500,,4,3,2190,1960,5000
15522824,109 De Sabla Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,9000000,,9418984,22356,,6,8.5,7980,1941,38768
15629614,300 Davey Glen Rd APT 3823,3823,Belmont,CA,94002,CONDO,1198000,740,1232698,4166,,3,3,1772,1965,
15530966,1658 S Norfolk St,,San Mateo,CA,94403,SINGLE_FAMILY,1357000,,1423677,4000,,3,2,1220,1954,5998
15541383,2324 Bunker Hill Dr,,San Mateo,CA,94402,SINGLE_FAMILY,1889000,,1977162,4500,,4,2,1821,1957,8899
15547838,2038 Monroe Ave,,Belmont,CA,94002,SINGLE_FAMILY,1338000,0,1351848,3875,,3,2,1080,1940,3998
15528922,669 Barneson Ave,,San Mateo,CA,94402,SINGLE_FAMILY,2400888,0,2510249,6299,,4,3,2370,1973,10319
15522855,91 Crystal Springs Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,3900000,,3976228,10425,,4,5,3990,1906,16988
15546645,2717 All View Way,,Belmont,CA,94002,SINGLE_FAMILY,2358000,,2408955,5042,,4,3,2220,1959,6534
15521210,609 Costa Rica Ave,,San Mateo,CA,94402,SINGLE_FAMILY,8875,1175,3500769,8106,,4,3,3000,1928,4399
15535741,500 Madera Dr,,San Mateo,CA,94403,SINGLE_FAMILY,1575000,0,1599656,4500,,3,2,2030,1952,5998
15632064,15 Highland Ave APT 5,5,Burlingame,CA,94010,SINGLE_FAMILY,1200000,400,1218786,3950,,2,3,1400,1982,7501
15535268,1199 Tournament Dr,,Hillsborough,CA,94010,SINGLE_FAMILY,3525000,,3657910,9000,,4,4,3630,1978,21579
15527653,105 Hayward Ave,,San Mateo,CA,94401,SINGLE_FAMILY,3900000,,4009914,9500,,5,3.5,3869,1924,11712
15536158,140 23rd Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1652000,30,1689761,4299,,2,2,1650,1939,6750
15535006,25 Melrose Ct,,Hillsborough,CA,94010,SINGLE_FAMILY,3150000,0,3175697,6250,,3,2,1740,1953,23958
15520781,843 Chiltern Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,4825000,0,4865048,11129,,5,5,5636,1991,22546
15539184,506 E 39th Ave,,San Mateo,CA,94403,SINGLE_FAMILY,1750000,0,1771464,4500,,4,2,1779,1949,5500
15542622,1432 Overland Dr,,San Mateo,CA,94403,SINGLE_FAMILY,2070000,0,2091424,5500,,4,3,2310,1966,7261
15519744,1245 Cardigan Rd,,Hillsborough,CA,94010,SINGLE_FAMILY,5700000,,5858710,11399,,5,6,4060,1970,106652
15632919,555 Laurel Ave APT 522,522,San Mateo,CA,94401,CONDO,1549000,1100,1617178,4500,,2,2,1786,1980,92393
15524096,1716 Monte Diablo Ave,,San Mateo,CA,94401,SINGLE_FAMILY,1235000,0,1252609,3900,,3,2,1140,1947,6751
15542783,1709 Los Altos Dr,,San Mateo,CA,94402,SINGLE_FAMILY,2600000,610,2639613,5500,,5,4,2360,1971,8772
15521712,232 Villa Ter,,San Mateo,CA,94401,SINGLE_FAMILY,2100000,0,2205698,3500,,4,2,2546,1908,7501
15542242,1439 Rainbow Dr,,San Mateo,CA,94402,SINGLE_FAMILY,2050000,0,2801941,6500,,4,3,2640,1979,14400
15523895,711 E 5th Ave,,San Mateo,CA,94402,MULTI_FAMILY,2228888,0,2262026,3400,,4,3,2160,1930,6776
15547656,2027 Mezes Ave,,Belmont,CA,94002,SINGLE_FAMILY,2425000,,2491151,5000,,4,4,2434,1951,6050
15544627,652 Newlands Ave,,San Mateo,CA,94403,SINGLE_FAMILY,2025000,0,2054720,4950,,3,3,1860,1961,22498
15547809,1938 Oak Knoll Dr,,Belmont,CA,94002,SINGLE_FAMILY,2427000,,2474772,6500,,3,2.5,2330,1949,7710
15518823,142 Victoria Rd,,Burlingame,CA,94010,SINGLE_FAMILY,2900000,,2976816,4700,,4,3,3200,1998,5998
15545345,863 Viewridge Dr,,San Mateo,CA,94403,SINGLE_FAMILY,2230000,,2284876,4054,,4,2,2210,1962,10763
15548579,745 Holly Rd,,Belmont,CA,94002,SINGLE_FAMILY,2265000,,2613329,6500,,4,3,2950,1993,10837
15517640,705 Farringdon Ln,,Burlingame,CA,94010,SINGLE_FAMILY,2225000,0,2233048,4900,,3,3,1542,1924,5279
15542442,1219 Homewood Ave,,San Mateo,CA,94403,SINGLE_FAMILY,2158000,,2237601,5647,,4,2,2610,1963,10971
15523326,1416 Trollman Ave,,San Mateo,CA,94401,SINGLE_FAMILY,1210000,0,1247264,4000,,3,1,1240,1948,5301
15543837,3916 Kingridge Dr,,San Mateo,CA,94403,SINGLE_FAMILY,2737500,0,2774621,5078,,4,3,2400,1958,14810
15548995,2123 Pullman Ave,,Belmont,CA,94002,MULTI_FAMILY,3324000,,3493311,8291,,4,4,3500,1951,41000
15632373,1644 Vista Del Sol,,San Mateo,CA,94404,CONDO,710000,421,729368,2650,,1,1,765,1984,118202
15539788,3913 Casanova Dr,,San Mateo,CA,94403,SINGLE_FAMILY,1490000,0,1538065,4600,,3,2,1757,1950,5000
15534893,172 Lakeshore Dr,,San Mateo,CA,94402,SINGLE_FAMILY,1900000,,1981494,4900,,3,3,1620,1959,8000
15549367,1747 Valley View Ave,,Belmont,CA,94002,SINGLE_FAMILY,1825000,,1885112,4950,,4,3,1990,1959,8298
15519910,413 Hillsborough Blvd,,Hillsborough,CA,94010,SINGLE_FAMILY,4800000,0,4856749,11674,,5,4,3157,1953,15398
15544806,4304 Alameda De Las Pulgas,,San Mateo,CA,94403,SINGLE_FAMILY,1380000,30,1409266,4200,,3,1,1070,1953,6960
15545986,2722 Barclay Way,,Belmont,CA,94002,SINGLE_FAMILY,2000000,,2023432,5300,,4,3,2380,1965,4451
15541327,1536 Brandywine Rd,,San Mateo,CA,94402,SINGLE_FAMILY,2400000,0,2274180,4800,,4,2,2007,1960,8912
15632113,780 Sea Spray Ln APT 314,314,Foster City,CA,94404,CONDO,945000,530,950287,3300,,2,2,1235,1983,39199
15529305,631 Harrow Ave,,San Mateo,CA,94402,SINGLE_FAMILY,1633700,0,1638926,4600,,4,3,1450,1946,4321
